GRBname,F0,F0errneg,F0errpos,nua,nuaerrneg,nuaerrpos,num,numerrneg,numerrpos,nuc,nucerrneg,nucerrpos,F0_rev,F0_reverrneg,F0_reverrpos,nua_rev,nua_reverrneg,nua_reverrpos,num_rev,num_reverrneg,num_reverrpos,nuc_rev,nuc_reverrneg,nuc_reverrpos,t_j,t_jerrneg,t_jerrpos,redchisq,DOF,AIC,BIC
GRB240205B,0.010299518331965116,0.00016233930019419335,0.00016147700361724728,47.144831820010666,0.6748122223006519,0.6396618709057407,787.0031371751876,20.899332490850156,21.224706127153922,800000000.0,-1,-1,0.0005430793364397544,0.00016268572553620504,0.00041203423710890383,9.895152790201017,7.217710356597902,13.26254561887745,86.14555703169779,52.333556441131726,483.3393281679238,800000000.0,-1,-1,,-1,-1,5.606688773787715,51,297.9411274631735,310.19943507018075
