GRBname,F0,F0errneg,F0errpos,nua,nuaerrneg,nuaerrpos,num,numerrneg,numerrpos,nuc,nucerrneg,nucerrpos,F0_rev,F0_reverrneg,F0_reverrpos,nua_rev,nua_reverrneg,nua_reverrpos,num_rev,num_reverrneg,num_reverrpos,nuc_rev,nuc_reverrneg,nuc_reverrpos,t_j,t_jerrneg,t_jerrpos,redchisq,DOF,AIC,BIC
GRB240205B,0.0028573019190897037,4.36704408950956e-05,4.423001058647975e-05,20.03558290595865,1.0961428061582374,1.0128699412848192,1416.702898451337,36.080303736992164,38.096406886217665,800000000.0,-1,-1,0.0009018442954322358,0.00016700367640046817,0.0008019743752940119,14.13654957864541,4.597625735373434,13.498170522893671,171.23697019191647,97.8547341488343,150.3694164171666,800000000.0,-1,-1,,-1,-1,2.319192708469075,51,130.2788281319228,142.53713573893012
